,결제수단,배송번호,배송시작일,배송완료일,상품구매금액,상품번호,수량,주문경로,주문일,연도,월,요일,주차,주중/주말,배송시작일(date),배송완료일(date),배송기간,배송기간(int)
17968,카드,D-20180117-0000158-01,2018-01-18 오후 6:16,2018-01-27 오전 3:46,13500,177.0,1,네이버 페이,2018-01-17,2018,1,Wednesday,3,주중,2018-01-18,2018-01-27,9 days,9
17979,카드,D-20180118-0000142-01,2018-01-18 오후 6:16,2018-01-27 오전 6:09,147400,49.0,1,네이버 페이,2018-01-18,2018,1,Thursday,3,주중,2018-01-18,2018-01-27,9 days,9
17980,카드,D-20180118-0000142-02,2018-01-18 오후 6:16,2018-01-27 오전 6:09,215600,447.0,4,네이버 페이,2018-01-18,2018,1,Thursday,3,주중,2018-01-18,2018-01-27,9 days,9
17981,카드,D-20180118-0000142-03,2018-01-18 오후 6:16,2018-01-27 오전 6:09,237600,603.0,3,네이버 페이,2018-01-18,2018,1,Thursday,3,주중,2018-01-18,2018-01-27,9 days,9
18023,무통장입금,D-20180120-0000057-01,2018-01-22 오후 6:34,2018-02-01 오전 2:20,86240,478.0,1,네이버 페이,2018-01-20,2018,1,Saturday,3,주말,2018-01-22,2018-02-01,10 days,10
18039,카드,D-20180122-0000063-01,2018-01-22 오후 6:34,2018-01-31 오전 6:27,56980,47.0,1,네이버 페이,2018-01-22,2018,1,Monday,4,주중,2018-01-22,2018-01-31,9 days,9
18044,카드,D-20180122-0000146-01,2018-01-22 오후 6:34,2018-01-31 오전 6:34,96850,90.0,1,네이버 페이,2018-01-22,2018,1,Monday,4,주중,2018-01-22,2018-01-31,9 days,9
18047,카드,D-20180122-0000175-02,2018-01-22 오후 6:34,2018-01-31 오전 6:40,81620,479.0,1,네이버 페이,2018-01-22,2018,1,Monday,4,주중,2018-01-22,2018-01-31,9 days,9
18048,카드,D-20180122-0000175-02,2018-01-22 오후 6:34,2018-01-31 오전 6:40,83600,381.0,1,네이버 페이,2018-01-22,2018,1,Monday,4,주중,2018-01-22,2018-01-31,9 days,9
18113,카드,D-20180124-0000093-01,2018-01-25 오후 5:41,2018-02-14 오전 12:47,78650,481.0,1,네이버 페이,2018-01-24,2018,1,Wednesday,4,주중,2018-01-25,2018-02-14,20 days,20
18125,카드,D-20180125-0000019-01,2018-01-25 오후 5:46,2018-02-03 오전 5:02,21200,217.0,1,네이버 페이,2018-01-25,2018,1,Thursday,4,주중,2018-01-25,2018-02-03,9 days,9
18130,카드,D-20180125-0000065-01,2018-01-25 오후 5:46,2018-02-03 오전 5:38,104940,440.0,1,네이버 페이,2018-01-25,2018,1,Thursday,4,주중,2018-01-25,2018-02-03,9 days,9
18171,카드,D-20180127-0000059-01,2018-01-29 오후 5:59,2018-02-08 오전 2:22,53900,447.0,1,네이버 페이,2018-01-27,2018,1,Saturday,4,주말,2018-01-29,2018-02-08,10 days,10
18202,카드,D-20180129-0000092-01,2018-01-29 오후 5:59,2018-02-08 오전 5:24,82500,379.0,1,네이버 페이,2018-01-29,2018,1,Monday,5,주중,2018-01-29,2018-02-08,10 days,10
18218,카드,D-20180129-0000240-01,2018-01-30 오후 5:40,2018-02-07 오전 12:12,52800,446.0,1,네이버 페이,2018-01-29,2018,1,Monday,5,주중,2018-01-30,2018-02-07,8 days,8
18224,카드,D-20180129-0000316-01,2018-01-30 오후 5:40,2018-02-09 오전 2:14,118850,94.0,1,네이버 페이,2018-01-29,2018,1,Monday,5,주중,2018-01-30,2018-02-09,10 days,10
18268,카드,D-20180131-0000055-01,2018-01-31 오후 4:28,2018-02-09 오전 5:51,64900,42.0,1,네이버 페이,2018-01-31,2018,1,Wednesday,5,주중,2018-01-31,2018-02-09,9 days,9
18269,카드,D-20180131-0000055-02,2018-01-31 오후 4:28,2018-02-09 오전 5:51,53900,455.0,1,네이버 페이,2018-01-31,2018,1,Wednesday,5,주중,2018-01-31,2018-02-09,9 days,9
18308,카드,D-20180201-0000141-01,2018-02-01 오후 4:40,2018-02-11 오전 2:30,50600,447.0,1,네이버 페이,2018-02-01,2018,2,Thursday,5,주중,2018-02-01,2018-02-11,10 days,10
18318,카드,D-20180202-0000013-01,2018-02-02 오후 5:16,2018-02-11 오전 4:43,50600,447.0,1,네이버 페이,2018-02-02,2018,2,Friday,5,주중,2018-02-02,2018-02-11,9 days,9
18380,카드,D-20180205-0000209-01,2018-02-06 오후 5:36,2018-02-16 오전 2:12,96800,605.0,1,네이버 페이,2018-02-05,2018,2,Monday,6,주중,2018-02-06,2018-02-16,10 days,10
18383,카드,D-20180205-0000247-01,2018-02-06 오후 5:36,2018-02-16 오전 2:50,85800,505.0,2,네이버 페이,2018-02-05,2018,2,Monday,6,주중,2018-02-06,2018-02-16,10 days,10
18384,카드,D-20180205-0000262-01,2018-02-06 오후 5:36,2018-02-16 오전 2:50,67760,504.0,2,네이버 페이,2018-02-05,2018,2,Monday,6,주중,2018-02-06,2018-02-16,10 days,10
18400,카드,D-20180206-0000101-01,2018-02-06 오후 5:36,2018-02-15 오전 8:06,116600,94.0,1,네이버 페이,2018-02-06,2018,2,Tuesday,6,주중,2018-02-06,2018-02-15,9 days,9
18425,카드,D-20180206-0000281-01,2018-02-07 오후 5:19,2018-02-16 오전 4:46,108900,92.0,1,네이버 페이,2018-02-06,2018,2,Tuesday,6,주중,2018-02-07,2018-02-16,9 days,9
18454,카드,D-20180207-0000179-01,2018-02-07 오후 5:19,2018-02-17 오전 5:26,22660,560.0,1,네이버 페이,2018-02-07,2018,2,Wednesday,6,주중,2018-02-07,2018-02-17,10 days,10
18466,카드,D-20180207-0000236-01,2018-02-07 오후 5:19,2018-02-17 오전 3:22,92400,142.0,2,네이버 페이,2018-02-07,2018,2,Wednesday,6,주중,2018-02-07,2018-02-17,10 days,10
18467,카드,D-20180207-0000244-01,2018-02-07 오후 5:19,2018-02-19 오후 9:48,700000,603.0,10,네이버 페이,2018-02-07,2018,2,Wednesday,6,주중,2018-02-07,2018-02-19,12 days,12
18562,무통장입금,D-20180210-0000044-01,2018-02-12 오전 10:31,2018-02-21 오전 4:24,70000,603.0,1,네이버 페이,2018-02-10,2018,2,Saturday,6,주말,2018-02-12,2018-02-21,9 days,9
18592,무통장입금,D-20180212-0000084-01,2018-02-13 오후 3:04,2018-03-05 오전 12:52,41800,246.0,1,네이버 페이,2018-02-12,2018,2,Monday,7,주중,2018-02-13,2018-03-05,20 days,20
18621,카드,D-20180214-0000052-01,2018-02-19 오후 12:35,2018-02-28 오전 2:28,91300,156.0,1,네이버 페이,2018-02-14,2018,2,Wednesday,7,주중,2018-02-19,2018-02-28,9 days,9
18625,카드,D-20180215-0000013-01,2018-02-19 오후 5:13,2018-03-02 오전 1:34,32450,554.0,1,네이버 페이,2018-02-15,2018,2,Thursday,7,주중,2018-02-19,2018-03-02,11 days,11
18703,카드,D-20180221-0000013-01,2018-02-21 오후 6:06,2018-03-02 오후 12:22,103400,90.0,1,네이버 페이,2018-02-21,2018,2,Wednesday,8,주중,2018-02-21,2018-03-02,9 days,9
18798,카드,D-20180225-0000019-01,2018-02-26 오후 5:59,2018-03-07 오전 5:30,103400,90.0,1,네이버 페이,2018-02-25,2018,2,Sunday,8,주말,2018-02-26,2018-03-07,9 days,9
18800,카드,D-20180225-0000035-01,2018-02-26 오후 5:59,2018-03-08 오전 4:30,116600,94.0,1,네이버 페이,2018-02-25,2018,2,Sunday,8,주말,2018-02-26,2018-03-08,10 days,10
18805,무통장입금,D-20180226-0000021-01,2018-02-26 오후 5:59,2018-03-07 오전 7:24,56100,951.0,1,네이버 페이,2018-02-26,2018,2,Monday,9,주중,2018-02-26,2018-03-07,9 days,9
18866,카드,D-20180227-0000110-01,2018-02-28 오후 4:41,2018-03-12 오전 1:18,74800,380.0,1,네이버 페이,2018-02-27,2018,2,Tuesday,9,주중,2018-02-28,2018-03-12,12 days,12
18889,카드,D-20180301-0000068-01,2018-03-02 오후 8:02,2018-03-11 오전 4:45,108900,92.0,1,네이버 페이,2018-03-01,2018,3,Thursday,9,주중,2018-03-02,2018-03-11,9 days,9
18902,휴대폰,D-20180302-0000032-01,2018-03-02 오후 8:02,2018-03-12 오전 3:06,68200,44.0,1,네이버 페이,2018-03-02,2018,3,Friday,9,주중,2018-03-02,2018-03-12,10 days,10
18913,카드,D-20180302-0000107-01,2018-03-06 오전 8:26,2018-03-14 오전 3:42,116600,94.0,1,네이버 페이,2018-03-02,2018,3,Friday,9,주중,2018-03-06,2018-03-14,8 days,8
18950,카드,D-20180305-0000159-01,2018-03-06 오전 8:22,2018-03-14 오전 8:07,68200,378.0,1,네이버 페이,2018-03-05,2018,3,Monday,10,주중,2018-03-06,2018-03-14,8 days,8
18961,실시간계좌이체,D-20180305-0000225-01,2018-03-06 오전 8:22,2018-03-15 오전 7:52,71500,379.0,1,네이버 페이,2018-03-05,2018,3,Monday,10,주중,2018-03-06,2018-03-15,9 days,9
18962,실시간계좌이체,D-20180305-0000238-01,2018-03-06 오전 8:22,2018-03-15 오전 7:52,68200,378.0,1,네이버 페이,2018-03-05,2018,3,Monday,10,주중,2018-03-06,2018-03-15,9 days,9
18973,카드,D-20180306-0000033-01,2018-03-06 오후 6:09,2018-03-16 오전 4:08,110000,70.0,1,네이버 페이,2018-03-06,2018,3,Tuesday,10,주중,2018-03-06,2018-03-16,10 days,10
18995,카드,D-20180307-0000061-01,2018-03-07 오후 6:36,2018-03-16 오전 6:48,73700,483.0,1,네이버 페이,2018-03-07,2018,3,Wednesday,10,주중,2018-03-07,2018-03-16,9 days,9
18999,카드,D-20180307-0000081-01,2018-03-07 오후 6:36,2018-03-16 오전 7:01,70000,603.0,1,네이버 페이,2018-03-07,2018,3,Wednesday,10,주중,2018-03-07,2018-03-16,9 days,9
19045,실시간계좌이체,D-20180309-0000028-01,2018-03-09 오후 4:05,2018-03-19 오전 1:11,103400,90.0,1,네이버 페이,2018-03-09,2018,3,Friday,10,주중,2018-03-09,2018-03-19,10 days,10
19059,카드,D-20180311-0000033-01,2018-03-12 오후 5:58,2018-03-20 오후 3:16,140000,603.0,2,네이버 페이,2018-03-11,2018,3,Sunday,10,주말,2018-03-12,2018-03-20,8 days,8
19088,카드,D-20180312-0000219-01,2018-03-12 오후 6:00,2018-03-22 오전 6:29,80000,451.0,1,네이버 페이,2018-03-12,2018,3,Monday,11,주중,2018-03-12,2018-03-22,10 days,10
19089,카드,D-20180312-0000219-02,2018-03-12 오후 6:00,2018-03-23 오전 2:13,50000,388.0,1,네이버 페이,2018-03-12,2018,3,Monday,11,주중,2018-03-12,2018-03-23,11 days,11
19212,카드,D-20180315-0000031-01,2018-03-15 오후 5:20,2018-03-25 오전 2:54,53000,455.0,1,네이버 페이,2018-03-15,2018,3,Thursday,11,주중,2018-03-15,2018-03-25,10 days,10
19213,카드,D-20180315-0000056-01,2018-03-15 오후 5:20,2018-03-27 오전 1:23,22000,205.0,1,네이버 페이,2018-03-15,2018,3,Thursday,11,주중,2018-03-15,2018-03-27,12 days,12
19226,카드,D-20180315-0000141-01,2018-03-15 오후 5:20,2018-03-24 오전 6:51,25410,559.0,1,네이버 페이,2018-03-15,2018,3,Thursday,11,주중,2018-03-15,2018-03-24,9 days,9
19247,카드,D-20180315-0000256-01,2018-03-16 오후 6:26,2018-03-25 오전 4:57,77000,176.0,1,네이버 페이,2018-03-15,2018,3,Thursday,11,주중,2018-03-16,2018-03-25,9 days,9
19303,카드,D-20180319-0000017-01,2018-03-19 오후 5:36,2018-03-29 오전 5:59,52000,392.0,1,네이버 페이,2018-03-19,2018,3,Monday,12,주중,2018-03-19,2018-03-29,10 days,10
19316,카드,D-20180319-0000105-01,2018-03-19 오후 2:08,2018-03-29 오후 9:38,66000,437.0,1,네이버 페이,2018-03-19,2018,3,Monday,12,주중,2018-03-19,2018-03-29,10 days,10
19336,실시간계좌이체,D-20180320-0000062-01,2018-03-20 오후 5:21,2018-03-30 오전 3:56,51500,447.0,1,네이버 페이,2018-03-20,2018,3,Tuesday,12,주중,2018-03-20,2018-03-30,10 days,10
19365,카드,D-20180320-0000225-01,2018-03-21 오후 4:30,2018-03-30 오전 5:47,64000,42.0,1,네이버 페이,2018-03-20,2018,3,Tuesday,12,주중,2018-03-21,2018-03-30,9 days,9
19392,카드,D-20180321-0000156-01,2018-03-22 오후 4:48,2018-04-01 오전 2:23,13500,177.0,1,네이버 페이,2018-03-21,2018,3,Wednesday,12,주중,2018-03-22,2018-04-01,10 days,10
19409,무통장입금,D-20180321-0000317-01,2018-03-22 오후 2:09,2018-04-01 오전 2:41,166000,381.0,2,네이버 페이,2018-03-21,2018,3,Wednesday,12,주중,2018-03-22,2018-04-01,10 days,10
19419,카드,D-20180322-0000065-01,2018-03-22 오후 4:48,2018-03-31 오전 6:38,108900,92.0,1,네이버 페이,2018-03-22,2018,3,Thursday,12,주중,2018-03-22,2018-03-31,9 days,9
19446,카드,D-20180322-0000252-01,2018-03-23 오후 4:48,2018-04-01 오전 3:53,108900,92.0,1,네이버 페이,2018-03-22,2018,3,Thursday,12,주중,2018-03-23,2018-04-01,9 days,9
19454,카드,D-20180323-0000076-01,2018-03-23 오후 4:48,2018-04-01 오전 6:09,103400,90.0,1,네이버 페이,2018-03-23,2018,3,Friday,12,주중,2018-03-23,2018-04-01,9 days,9
19478,무통장입금,D-20180323-0000209-01,2018-03-26 오후 6:00,2018-04-05 오전 1:59,53000,455.0,1,네이버 페이,2018-03-23,2018,3,Friday,12,주중,2018-03-26,2018-04-05,10 days,10
19490,카드,D-20180324-0000074-01,2018-03-26 오후 6:00,2018-04-04 오전 6:56,71500,379.0,1,네이버 페이,2018-03-24,2018,3,Saturday,12,주말,2018-03-26,2018-04-04,9 days,9
19491,카드,D-20180324-0000074-02,2018-03-26 오후 6:00,2018-04-04 오전 6:56,71500,378.0,1,네이버 페이,2018-03-24,2018,3,Saturday,12,주말,2018-03-26,2018-04-04,9 days,9
19522,카드,D-20180326-0000063-01,2018-03-26 오후 6:00,2018-04-05 오전 6:21,22000,205.0,1,네이버 페이,2018-03-26,2018,3,Monday,13,주중,2018-03-26,2018-04-05,10 days,10
19523,카드,D-20180326-0000075-01,2018-03-26 오후 6:00,2018-04-04 오전 6:48,108900,92.0,1,네이버 페이,2018-03-26,2018,3,Monday,13,주중,2018-03-26,2018-04-04,9 days,9
19525,실시간계좌이체,D-20180326-0000093-01,2018-03-26 오후 6:00,2018-04-04 오전 6:52,92560,48.0,1,네이버 페이,2018-03-26,2018,3,Monday,13,주중,2018-03-26,2018-04-04,9 days,9
19558,카드,D-20180327-0000108-01,2018-03-27 오후 5:42,2018-04-05 오전 9:06,140000,603.0,2,네이버 페이,2018-03-27,2018,3,Tuesday,13,주중,2018-03-27,2018-04-05,9 days,9
19561,카드,D-20180327-0000129-01,2018-03-28 오후 5:26,2018-04-06 오전 4:02,58300,158.0,1,네이버 페이,2018-03-27,2018,3,Tuesday,13,주중,2018-03-28,2018-04-06,9 days,9
19582,실시간계좌이체,D-20180327-0000243-01,2018-03-27 오후 5:42,2018-04-05 오전 9:36,51500,445.0,1,네이버 페이,2018-03-27,2018,3,Tuesday,13,주중,2018-03-27,2018-04-05,9 days,9
19603,카드,D-20180328-0000066-01,2018-03-28 오후 5:43,2018-04-07 오전 3:53,44000,219.0,2,네이버 페이,2018-03-28,2018,3,Wednesday,13,주중,2018-03-28,2018-04-07,10 days,10
19633,카드,D-20180328-0000276-01,2018-03-29 오후 5:20,2018-04-08 오전 2:38,160000,450.0,2,네이버 페이,2018-03-28,2018,3,Wednesday,13,주중,2018-03-29,2018-04-08,10 days,10
19647,카드,D-20180329-0000119-01,2018-03-29 오후 5:20,2018-04-08 오전 3:19,22000,205.0,1,네이버 페이,2018-03-29,2018,3,Thursday,13,주중,2018-03-29,2018-04-08,10 days,10
19648,카드,D-20180329-0000121-01,2018-03-29 오후 5:20,2018-04-08 오전 3:19,93500,397.0,1,네이버 페이,2018-03-29,2018,3,Thursday,13,주중,2018-03-29,2018-04-08,10 days,10
19665,카드,D-20180329-0000232-01,2018-03-29 오후 5:20,2018-04-07 오전 7:16,70000,603.0,1,네이버 페이,2018-03-29,2018,3,Thursday,13,주중,2018-03-29,2018-04-07,9 days,9
19671,카드,D-20180330-0000013-01,2018-03-30 오후 6:13,2018-04-11 오전 2:07,120000,94.0,1,네이버 페이,2018-03-30,2018,3,Friday,13,주중,2018-03-30,2018-04-11,12 days,12
19694,카드,D-20180330-0000142-01,2018-03-31 오후 4:36,2018-04-09 오후 7:26,64000,42.0,1,네이버 페이,2018-03-30,2018,3,Friday,13,주중,2018-03-31,2018-04-09,9 days,9
19696,카드,D-20180331-0000012-01,2018-03-31 오후 4:36,2018-04-12 오전 10:02,93500,397.0,1,네이버 페이,2018-03-31,2018,3,Saturday,13,주말,2018-03-31,2018-04-12,12 days,12
19735,카드,D-20180401-0000045-01,2018-04-02 오후 7:02,2018-04-12 오전 5:10,68200,378.0,1,네이버 페이,2018-04-01,2018,4,Sunday,13,주말,2018-04-02,2018-04-12,10 days,10
19736,카드,D-20180401-0000058-01,2018-04-02 오후 7:02,2018-04-12 오전 5:10,120000,94.0,1,네이버 페이,2018-04-01,2018,4,Sunday,13,주말,2018-04-02,2018-04-12,10 days,10
19737,카드,D-20180401-0000061-01,2018-04-02 오후 7:02,2018-04-11 오전 6:34,108900,96.0,1,네이버 페이,2018-04-01,2018,4,Sunday,13,주말,2018-04-02,2018-04-11,9 days,9
19739,카드,D-20180401-0000089-01,2018-04-02 오후 7:02,2018-04-12 오전 5:20,94600,608.0,1,네이버 페이,2018-04-01,2018,4,Sunday,13,주말,2018-04-02,2018-04-12,10 days,10
19796,카드,D-20180402-0000284-01,2018-04-03 오후 6:01,2018-04-13 오전 2:28,93500,397.0,1,네이버 페이,2018-04-02,2018,4,Monday,14,주중,2018-04-03,2018-04-13,10 days,10
19812,실시간계좌이체,D-20180403-0000071-01,2018-04-03 오후 6:01,2018-04-13 오전 3:53,80000,449.0,1,네이버 페이,2018-04-03,2018,4,Tuesday,14,주중,2018-04-03,2018-04-13,10 days,10
19826,카드,D-20180403-0000148-01,2018-04-03 오후 6:01,2018-04-13 오전 4:37,22000,219.0,1,네이버 페이,2018-04-03,2018,4,Tuesday,14,주중,2018-04-03,2018-04-13,10 days,10
19827,카드,D-20180403-0000148-02,2018-04-03 오후 6:01,2018-04-12 오전 10:24,52000,391.0,1,네이버 페이,2018-04-03,2018,4,Tuesday,14,주중,2018-04-03,2018-04-12,9 days,9
19849,카드,D-20180403-0000270-01,2018-04-04 오후 7:06,2018-04-13 오전 5:53,140000,603.0,2,네이버 페이,2018-04-03,2018,4,Tuesday,14,주중,2018-04-04,2018-04-13,9 days,9
19870,카드,D-20180404-0000151-01,2018-04-04 오후 7:06,2018-04-12 오후 2:14,140000,603.0,2,네이버 페이,2018-04-04,2018,4,Wednesday,14,주중,2018-04-04,2018-04-12,8 days,8
19871,카드,D-20180404-0000160-01,2018-04-04 오후 7:06,2018-04-12 오후 2:14,50800,142.0,1,네이버 페이,2018-04-04,2018,4,Wednesday,14,주중,2018-04-04,2018-04-12,8 days,8
19875,카드,D-20180404-0000196-01,2018-04-04 오후 7:06,2018-04-13 오전 6:41,22000,205.0,1,네이버 페이,2018-04-04,2018,4,Wednesday,14,주중,2018-04-04,2018-04-13,9 days,9
19938,카드,D-20180405-0000135-01,2018-04-05 오후 6:08,2018-04-14 오전 6:40,120000,94.0,1,네이버 페이,2018-04-05,2018,4,Thursday,14,주중,2018-04-05,2018-04-14,9 days,9
20011,카드,D-20180406-0000255-02,2018-04-09 오후 6:01,2018-04-16 오전 9:52,102500,110.0,1,네이버 페이,2018-04-06,2018,4,Friday,14,주중,2018-04-09,2018-04-16,7 days,7
20012,카드,D-20180406-0000255-02,2018-04-09 오후 6:01,2018-04-16 오전 9:52,67000,964.0,1,네이버 페이,2018-04-06,2018,4,Friday,14,주중,2018-04-09,2018-04-16,7 days,7
20013,카드,D-20180406-0000255-03,2018-04-09 오후 6:01,2018-04-16 오전 9:52,44500,248.0,1,네이버 페이,2018-04-06,2018,4,Friday,14,주중,2018-04-09,2018-04-16,7 days,7
20032,카드,D-20180408-0000105-01,2018-04-10 오후 9:16,2018-04-20 오전 2:08,105000,1036.0,1,네이버 페이,2018-04-08,2018,4,Sunday,14,주말,2018-04-10,2018-04-20,10 days,10
20033,카드,D-20180408-0000105-02,2018-04-10 오후 9:16,2018-04-20 오전 2:08,127000,1037.0,1,네이버 페이,2018-04-08,2018,4,Sunday,14,주말,2018-04-10,2018-04-20,10 days,10
20034,카드,D-20180409-0000018-01,2018-04-09 오후 6:01,2018-04-17 오전 8:54,120000,94.0,1,네이버 페이,2018-04-09,2018,4,Monday,15,주중,2018-04-09,2018-04-17,8 days,8
20058,무통장입금,D-20180409-0000177-01,2018-04-09 오후 6:01,2018-04-19 오전 6:24,41500,246.0,1,네이버 페이,2018-04-09,2018,4,Monday,15,주중,2018-04-09,2018-04-19,10 days,10
20131,실시간계좌이체,D-20180410-0000370-01,2018-04-11 오후 5:32,2018-04-20 오전 6:56,103400,90.0,1,네이버 페이,2018-04-10,2018,4,Tuesday,15,주중,2018-04-11,2018-04-20,9 days,9
20158,카드,D-20180411-0000112-01,2018-04-11 오후 5:32,2018-04-20 오전 8:13,71500,379.0,1,네이버 페이,2018-04-11,2018,4,Wednesday,15,주중,2018-04-11,2018-04-20,9 days,9
20188,카드,D-20180411-0000266-02,2018-04-13 오전 8:44,2018-04-21 오전 4:10,165000,442.0,1,네이버 페이,2018-04-11,2018,4,Wednesday,15,주중,2018-04-13,2018-04-21,8 days,8
20189,카드,D-20180411-0000266-03,2018-04-13 오전 8:44,2018-04-21 오전 4:10,103400,90.0,1,네이버 페이,2018-04-11,2018,4,Wednesday,15,주중,2018-04-13,2018-04-21,8 days,8
20190,카드,D-20180411-0000266-03,2018-04-13 오전 8:44,2018-04-21 오전 4:10,108900,92.0,1,네이버 페이,2018-04-11,2018,4,Wednesday,15,주중,2018-04-13,2018-04-21,8 days,8
20212,카드,D-20180412-0000034-01,2018-04-13 오전 8:44,2018-04-21 오전 6:39,62000,395.0,1,네이버 페이,2018-04-12,2018,4,Thursday,15,주중,2018-04-13,2018-04-21,8 days,8
20252,카드,D-20180412-0000423-01,2018-04-12 오후 7:20,2018-04-19 오전 11:48,44000,219.0,2,네이버 페이,2018-04-12,2018,4,Thursday,15,주중,2018-04-12,2018-04-19,7 days,7
20282,카드,D-20180413-0000067-01,2018-04-13 오후 5:32,2018-04-22 오전 6:46,22000,205.0,1,네이버 페이,2018-04-13,2018,4,Friday,15,주중,2018-04-13,2018-04-22,9 days,9
20283,카드,D-20180413-0000072-01,2018-04-13 오후 5:32,2018-04-22 오전 6:46,93500,397.0,1,네이버 페이,2018-04-13,2018,4,Friday,15,주중,2018-04-13,2018-04-22,9 days,9
20318,카드,D-20180413-0000234-01,2018-04-16 오후 5:31,2018-04-26 오전 1:56,73700,481.0,1,네이버 페이,2018-04-13,2018,4,Friday,15,주중,2018-04-16,2018-04-26,10 days,10
20323,카드,D-20180413-0000288-01,2018-04-16 오후 5:31,2018-04-26 오전 2:16,51500,446.0,1,네이버 페이,2018-04-13,2018,4,Friday,15,주중,2018-04-16,2018-04-26,10 days,10
20391,카드,D-20180416-0000198-01,2018-04-17 오후 6:20,2018-04-26 오전 6:40,99200,48.0,1,네이버 페이,2018-04-16,2018,4,Monday,16,주중,2018-04-17,2018-04-26,9 days,9
20403,카드,D-20180416-0000298-01,2018-04-17 오후 6:20,2018-04-27 오전 2:17,68200,378.0,1,네이버 페이,2018-04-16,2018,4,Monday,16,주중,2018-04-17,2018-04-27,10 days,10
20427,카드,D-20180417-0000011-01,2018-04-17 오후 6:20,2018-04-26 오후 6:44,22000,217.0,1,네이버 페이,2018-04-17,2018,4,Tuesday,16,주중,2018-04-17,2018-04-26,9 days,9
20487,카드,D-20180418-0000053-01,2018-04-18 오후 7:24,2018-04-27 오전 6:48,108900,92.0,1,네이버 페이,2018-04-18,2018,4,Wednesday,16,주중,2018-04-18,2018-04-27,9 days,9
20501,카드,D-20180418-0000167-01,2018-04-18 오후 7:24,2018-04-28 오전 3:41,108900,92.0,1,네이버 페이,2018-04-18,2018,4,Wednesday,16,주중,2018-04-18,2018-04-28,10 days,10
